word	count
ადგილობრივ	1868
ტბის	1864
თვის	1862
ქმნის	1860
თითო	1848
ტურნირი	1844
დამარცხდა	1841
კილომეტრში	1840
ჰყავს	1837
საშუალებას	1836
თავიდან	1834
ზოგი	1831
არმია	1831
მოძრაობის	1830
ინდოეთის	1829
გამოყენება	1828
ხნის	1827
საბრძოლო	1825
სახლის	1825
რაოდენობის	1824
ბრინჯაოს	1820
ტრადიციული	1818
სახელწოდებით	1818
შეიარაღებული	1815
გზით	1815
ბერძნული	1812
ადრეული	1808
ზოგიერთ	1806
ფედერაციის	1806
აღწერა	1805
ტყის	1804
მოძრაობა	1802
იმყოფებოდა	1801
განსხვავებული	1800
სასულიერო	1796
მამის	1795
მოლუსკების	1795
მიმართულებით	1793
სომხეთში	1789
ნაგებობა	1786
პოლონეთის	1786
დანარჩენი	1782
პარლამენტის	1779
ურთიერთობა	1779
მეტ	1778
მთლიანი	1776
თემში	1776
სა	1771
სამედიცინო	1768
სამყაროს	1768
მუცელფეხიანთა	1768
ავსტრიის	1765
ჯამში	1762
ქვეყნების	1759
საგარეო	1758
გამოიყენებოდა	1756
სიცოცხლის	1755
წევრები	1753
ნაცვლად	1752
საფრანგეთი	1751
ევროპული	1748
დაცვის	1746
სერია	1746
გამოცემული	1746
იძულებული	1745
ქალიშვილი	1742
გავიდა	1742
აღნიშნავს	1736
მიმდინარეობს	1736
ხელმძღვანელობდა	1732
ქვით	1730
მმართველი	1729
აქტიური	1729
ჩრდილოეთის	1725
მართლმადიდებელი	1721
ასრულებს	1721
როგორ	1718
თეატრის	1717
ეკლესიას	1717
იუნესკოს	1716
ფრანგული	1716
წოდება	1716
ჯეიმზ	1714
არქიტექტურული	1713
ჩარტში	1712
იქნება	1710
მიზეზი	1708
აიღო	1706
საჭირო	1703
კერძო	1701
გაიტანა	1698
ქალაქს	1696
რომლებმაც	1695
მრავალ	1695
ორგანიზაცია	1693
დამატებითი	1691
წლისთვის	1688
რობერტ	1686
სასახლე	1680
დედოფალი	1680
ბრიტანული	1679
სანტა	1679
გამოირჩევა	1676
საშუალება	1675
ლიგა	1675
კარლ	1674
ჩემპიონატის	1674
შეიცვალა	1673
იტალიაში	1673
ჩათვლით	1671
სახე	1669
შესრულებული	1667
ჩემპიონი	1664
ვან	1659
მოახერხა	1657
დაასრულა	1657
თავიანთი	1657
რეჟისორი	1657
ციხესიმაგრე	1657
აშენდა	1656
დაწერა	1655
დღევანდელი	1653
ცდილობდა	1651
თვალსაზრისით	1649
ბოლომდე	1645
მოახდინა	1645
მისთვის	1644
განათლება	1644
ჩინეთის	1643
ეთნიკური	1641
მდინარის	1640
ფრანგი	1640
კარიერა	1634
გაეროს	1633
საშუალებით	1632
მახლობლად	1631
მოიპოვეს	1630
რთული	1622
ლიტერატურის	1621
წლით	1619
გეოგრაფიული	1617
სამხრეთის	1615
მსგავსად	1613
პროცესი	1613
გენერალ	1612
რევოლუციის	1611
გრძელი	1603
პრემია	1601
გერმანია	1598
თასის	1597
პეტრე	1596
ინგლისელი	1594
მოთამაშე	1593
უკავშირდება	1592
განვითარებული	1592
ნაკლებად	1591
ზემოთ	1591
ვერცხლის	1589
რკინის	1589
ისეთ	1588
არსებულ	1586
მათგანი	1585
პატივსაცემად	1582
ადგილს	1581
უკავია	1578
გერმანელი	1578
ნამდვილი	1578
ძალები	1575
მონასტრის	1574
დღეისათვის	1571
განლაგებულია	1567
რომანი	1567
რომელთაგან	1566
იქნებოდა	1566
წარმატებით	1566
ორიგინალური	1563
ბრიტანეთში	1563
ირანის	1561
უამრავი	1559
სს	1559
ავტონომიური	1558
გაატარა	1557
ნახევარში	1556
ინსტიტუტი	1553
თავმჯდომარე	1552
ვინც	1551
რიგი	1549
ღრმა	1548
სწრაფად	1547
ცოტა	1546
საფუძველი	1545
მსხვილი	1545
იმპერია	1545
ქალთა	1544
ორგანიზაციის	1543
პოლ	1543
მლნ	1542
პარიზში	1541
ხელისუფლება	1539
ლოს	1539
საბოლოო	1538
კალთაზე	1536
ლიტერატურული	1535
ქუთაისის	1534
საქმეთა	1533
კგ	1532
მეთაურობით	1531
შეეძლო	1530
ქალის	1529
ქვემოთ	1529
ფაშა	1529
ქვეყანას	1528
ცალკე	1526
რუსი	1525
სახელწოდების	1524
აფრიკაში	1524
დასავლეთიდან	1521
ორჯერ	1521
პროექტის	1521
დაკავშირებულია	1519
ფეოდალური	1517
გამარჯვება	1516
მასშტაბით	1516
ყველაფერი	1514
კედლები	1513
შენაკადი	1510
მოლდოვაში	1510
თანამდებობა	1508
არჩევნებში	1508
სამართლის	1506
ავიდა	1506
ვიწრო	1506
დეპარტამენტში	1506
მწვანე	1504
პროექტი	1503
შენობის	1503
თარიღდება	1503
ალბომიდან	1501
კლასიკური	1499
მხატვრული	1499
წარმოდგენილი	1497
დეპარტამენტი	1497
შეადგინა	1496
ქვეყნებში	1492
ვახტანგ	1492
საუკუნიდან	1491
ახლო	1491
იმპერატორი	1491
უმაღლეს	1490
აღმოაჩინა	1490
ხელმძღვანელი	1487
გადის	1486
იწვევს	1486
დევიდ	1485
წერდა	1484
აზიის	1482
ფონ	1482
მაღალ	1479
ექვსი	1476
ჩაატარა	1476
ჯორჯ	1475
მდგომარეობა	1474
აზიაში	1474
წარმატება	1474
ხელმძღვანელობით	1472
ლიდერი	1472
შეცვალა	1470
ფიზიკური	1470
ახლა	1467
სოლო	1467
სიმღერები	1467
ობიექტი	1464
კულტურა	1464
მინას	1464
რიცხვი	1463
მართავდა	1460
ხაზი	1460
ლუი	1458
მოსკოვში	1457
მდინარეების	1457
საჯარო	1456
ანა	1456
დამახასიათებელია	1454
წამყვანი	1452
შვედეთის	1451
როსტოვის	1451
მაკ	1451
პირობებში	1449
ერთეული	1448
გაჩნდა	1448
სასამართლო	1448
აღმოჩენილი	1446
გადაეცა	1445
აგებული	1444
თაღოვანი	1444
გარეთ	1441
მომავალი	1440
ოჯახისა	1440
უილიამ	1439
შექმნის	1438
ინგლისი	1438
ბიზანტიის	1438
საზოგადო	1437
კუნძულებზე	1436
მოქმედებს	1435
გუნდმა	1435
ხე	1431
ქიმიური	1430
მოიცავდა	1429
ეკონომიკის	1428
სიახლოვეს	1427
წყალი	1426
ასეთ	1422
დაწერილი	1422
ნაგებია	1420
კლუბის	1420
მმართველობა	1417
მომღერალი	1414
როგორებიცაა	1413
კონსტანტინე	1410
იყენებდნენ	1409
იდან	1408
ატარებს	1408
გამოდიოდა	1408
იქვე	1408
შეტანილი	1407
ტერიტორიული	1406
ზღვა	1406
ნაკრები	1404
საზოგადოებრივი	1403
სტილით	1403
დი	1403
წიგნის	1401
გორის	1401
ადრეულ	1400
მუსიკა	1398
არსებობის	1397
ხანგრძლივი	1394
პოეტი	1394
ბევრ	1393
უცნობია	1392
წლები	1391
სოციალურ	1390
თამაშების	1390
თეატრი	1389
ლათინური	1389
მცხოვრები	1386
ეკლესიაში	1386
სატელევიზიო	1385
ჯგუფში	1385
რიგით	1383
წყნარი	1382
სურათი	1382
გამოცემა	1381
ადამიანები	1380
ნაწილად	1377
მუდმივი	1377
ბუნების	1375
თამაშობდა	1375
სომხური	1374
მეცნიერების	1374
დისკი	1374
ფაკულტეტი	1372
კარის	1371
შესაძლებელი	1370
შემორჩენილი	1367
მნიშვნელობის	1366
კრებული	1365
მათგან	1362
მასალა	1361
რომში	1360
ყურადღება	1358
ჩვენ	1358
დროისთვის	1357
დებიუტი	1357
სურდა	1356
უმეტესობა	1356
თითოეული	1355
ცხოვრობენ	1355
მყოფი	1353
ნებისმიერი	1352
მეფეს	1351
ცნობილ	1350
დიმიტრი	1350
მაქსიმალური	1349
რაიმე	1349
ძალა	1348
ჩვენი	1347
მეთაური	1344
კომიტეტის	1343
აუზის	1343
იმპერატორის	1342
ასრულებდა	1341
გამოცხადდა	1340
საზოგადოება	1339
უმცროსი	1339
იტალია	1338
არსებობა	1337
გამოყენებული	1335
ლონდონის	1334
პოლიტიკოსი	1331
მომდინარეობს	1331
ოთხ	1329
მეფემ	1328
დეპარტამენტის	1328
ქვა	1327
კლუბ	1327
იასპარეზა	1322
პირდაპირ	1320
განლაგებული	1320
საპატიო	1318
დაკარგა	1317
ცხოვრებაში	1317
შეიტანა	1317
მდიდარი	1316
დროშა	1315
შიგნით	1314
ისა	1314
დამახასიათებელი	1313
იანვარში	1313
მფლობელი	1313
დასრულების	1311
დაკრძალულია	1311
ასული	1310
კანადის	1310
წლიური	1309
აღმოაჩინეს	1309
კედელში	1307
პოზიციაზე	1306
ბრძანებით	1305
ავტორია	1303
გასწვრივ	1303
დასახლების	1303
ბრაზილიის	1303
უმთავრესად	1302
ოქტომბერში	1301
გავრცელდა	1300
ხდებოდა	1300
ფერის	1299
რუსეთი	1295
მინისტრის	1294
აჯანყება	1293
ტაძარში	1293
სარკმელია	1293
შვიდი	1292
ზაფხულში	1292
შეხვდა	1291
ჯარი	1289
სისხლის	1287
არაბული	1287
ძეგლის	1286
დელ	1285
კვ	1285
მცენარეთა	1284
სახელად	1281
დონეზე	1281
მნიშვნელოვნად	1280
იმპერატორ	1280
ჟურნალ	1278
ჟანრის	1278
მუზეუმის	1277
მხარს	1277
ლონდონში	1277
არჩევნების	1276
საპრეზიდენტო	1273
საჰაერო	1273
იყენებს	1273
მთავრობა	1271
ხელშეკრულება	1271
საქმე	1270
ცენტრ	1269
გრიგოლ	1268
მაისში	1266
ვიცე	1264
აღმოსავლეთიდან	1262
ქართველ	1261
გამოაქვეყნა	1260
იძლევა	1260
გაგრძელდა	1260
მარტში	1259
მონაწილეობას	1258
ტომის	1258
ითვლებოდა	1256
კონგოს	1256
ავტონომიურ	1253
იდგა	1252
წარმომადგენლები	1249
ეტაპზე	1249
ჩრდილოეთიდან	1248
წყალობით	1248
სიგანე	1246
ცოლად	1243
კარი	1242
გამოსახულია	1242
გუნდს	1239
ახლანდელი	1237
რუსულ	1236
აჯანყების	1236
გრძელდება	1235
თავდაცვის	1234
წარმოება	1234
ინფორმაცია	1232
გაიმარჯვა	1230
ქრისტეს	1230
გამოქვეყნდა	1229
თავიანთ	1229
ციხის	1229
მიზანი	1228
პარალელურად	1227
ცენტრის	1227
დამოუკიდებლობა	1226
კომპლექსი	1226
მეურნეობის	1224
ილია	1223
წყაროებში	1222
ერთიანი	1221
სიკვდილით	1221
ქრისტიანული	1220
რჩება	1220
დაცული	1220
დეკემბერში	1219
ათ	1217
გაემგზავრა	1217
მიმდინარე	1216
შეადგენენ	1216
კოლუმბიაში	1215
სიმბოლო	1214
მუშაობს	1213
საიდუმლო	1213
გვიან	1212
ხალხური	1211
რვა	1211
თქვა	1211
განვითარება	1211
ცხოვრობდნენ	1210
ჩაწერა	1210
საცხოვრებელი	1209
სანქტ	1209
ინსტიტუტში	1208
წვლილი	1207
ტექნიკური	1206
ჩაწერილი	1205
სახელზე	1204
სვანეთის	1203
ლი	1202
სახეობის	1202
ქედი	1201
მშენებლობის	1201
ჟერაისის	1200
მუსიკალურ	1199
გამოუშვა	1199
ქალაქები	1198
უნგრეთის	1198
მოქმედი	1197
უბრალოდ	1196
ზღვაში	1195
გზის	1193
ტომი	1192
სასახლის	1192
ჩემპიონთა	1192
ნახევარმცველი	1192
პარიზის	1188
დონე	1188
აგვისტოში	1187
საბჭო	1186
წარმოების	1186
შტატი	1186
შემდგომი	1184
შედგებოდა	1182
ცოლი	1181
ბელგიის	1181
პირადი	1180
დინამო	1179
სექტემბერში	1177
მოკლეს	1177
ნოემბერში	1176
კომპანიის	1176
დოლარი	1174
უკრაინის	1172
საპატრიარქოს	1172
მცველი	1171
გუნდში	1170
ქალაქია	1169
არჩევნები	1167
ხიდი	1167
ეკავა	1167
სადებიუტო	1166
სოციალისტური	1165
გვერდით	1164
ცალკეული	1164
სფეროში	1164
უახლოესი	1162
ხანაში	1161
ნაწილები	1161
უდიდეს	1160
გადაწყვეტილება	1160
კანონი	1159
გვარის	1159
წავიდა	1158
მიღების	1158
წიგნში	1156
იწყებს	1154
შვეიცარიის	1154
სოფ	1153
მონაწილე	1153
ქულა	1153
ხმა	1152
ლევან	1152
დინასტია	1152
ჟან	1151
არაა	1151
ცივი	1150
წყარო	1150
ვულკანური	1150
მონაცემები	1149
ჩნდება	1149
ქართველთა	1148
ელექტრონული	1148
ცდილობს	1146
ადამიანების	1145
ატარებდა	1145
ივლისში	1144
სასამართლოს	1143
ჯვარი	1142
დაწყებული	1141
ად	1140
შავ	1139
ვითარდება	1139
გამოყენებულია	1137
მნიშვნელოვანია	1137
მოქმედება	1136
მხატვარი	1135
მთავრობამ	1134
გერბი	1132
ჩემი	1131
ზუსტად	1131
თამაშობს	1131
პროდიუსერი	1131
საქალაქო	1130
ცოცხალი	1130
